,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_int,Engine_int,Power_int,Car
297,Pune,2012,45275,Petrol,Manual,First,5.0,2.8,20.36,1197.0,78.9,Hyundai i10
298,Chennai,2016,48000,Diesel,Manual,First,7.0,20.25,13.68,2393.0,147.8,Toyota Innova
299,Kochi,2015,31652,Diesel,Automatic,First,5.0,26.78,17.68,1968.0,174.33,Audi A6
300,Hyderabad,2010,109000,Diesel,Manual,Second,7.0,8.26,12.99,2494.0,100.6,Toyota Innova
301,Mumbai,2015,31978,Petrol,Manual,First,5.0,3.89,16.47,1198.0,73.9,Volkswagen Polo
302,Hyderabad,2011,70000,Petrol,Manual,First,5.0,2.1,20.92,998.0,67.1,Maruti Alto
303,Mumbai,2017,15000,Petrol,Automatic,First,5.0,12.69,18.0,1497.0,117.3,Honda City
304,Coimbatore,2013,59138,Diesel,Manual,First,5.0,2.58,17.0,1405.0,70.0,Tata Indigo
305,Kochi,2014,61726,Diesel,Automatic,First,5.0,20.77,17.68,1968.0,174.33,Audi A6
307,Chennai,2006,58000,Petrol,Manual,Second,5.0,1.5,17.48,1086.0,62.3,Hyundai Santro
308,Kolkata,2011,60020,Diesel,Manual,First,5.0,2.5,17.8,1248.0,77.89,Maruti Swift
309,Hyderabad,2014,77815,Petrol,Automatic,First,5.0,4.25,23.1,998.0,67.04,Maruti Celerio
311,Delhi,2017,44000,Diesel,Automatic,First,5.0,44.0,12.7,2179.0,187.7,Land Rover Range Rover
312,Hyderabad,2011,108626,Diesel,Manual,First,5.0,3.65,20.54,1598.0,103.6,Volkswagen Vento
313,Hyderabad,2012,71791,Petrol,Manual,First,5.0,2.05,14.0,796.0,35.0,Maruti Omni
314,Kochi,2012,91931,Petrol,Manual,First,5.0,3.13,18.5,1198.0,86.8,Honda Brio
316,Pune,2012,91183,Diesel,Manual,First,5.0,2.85,18.0,1248.0,75.0,Tata Indica
317,Delhi,2012,65000,Petrol,Manual,First,5.0,2.65,18.9,998.0,67.1,Maruti WagonR
318,Hyderabad,2015,88428,Diesel,Manual,First,7.0,10.6,16.0,2179.0,140.0,Mahindra XUV500
319,Pune,2008,138000,Diesel,Manual,Second,5.0,1.25,17.1,1396.0,70.0,Tata Indigo
320,Mumbai,2018,18000,Petrol,Manual,First,7.0,8.25,16.02,1373.0,93.7,Maruti Ertiga
321,Mumbai,2011,60000,Petrol,Automatic,First,5.0,4.45,11.7,2354.0,177.6,Honda Accord
322,Kolkata,2012,48000,Diesel,Manual,First,5.0,3.7,19.3,1248.0,73.9,Maruti Swift
323,Hyderabad,2009,160000,Diesel,Manual,First,5.0,2.8,17.8,1399.0,68.0,Ford Fiesta
324,Kolkata,2008,40000,Petrol,Manual,First,5.0,1.8,17.7,1497.0,78.0,Honda City
325,Kochi,2014,51495,Diesel,Automatic,First,5.0,21.95,17.68,1968.0,174.33,Audi A6
327,Coimbatore,2017,97430,Diesel,Automatic,First,7.0,62.67,14.75,2967.0,245.0,Audi Q7
328,Pune,2008,42496,CNG,Manual,First,5.0,1.4,26.3,998.0,67.1,Maruti Zen
329,Pune,2012,83000,Diesel,Manual,First,5.0,5.5,23.0,1396.0,90.0,Hyundai i20
330,Bangalore,2009,37000,Petrol,Automatic,Third,5.0,2.95,16.95,1197.0,78.9,Hyundai i10
331,Kochi,2016,28503,Petrol,Automatic,First,5.0,6.86,19.0,1199.0,88.7,Honda Jazz
332,Hyderabad,2015,76496,Diesel,Manual,First,5.0,6.15,25.2,1248.0,74.0,Maruti Swift
333,Pune,2011,79152,Petrol,Manual,Second,5.0,3.3,18.5,1197.0,82.85,Hyundai i20
334,Kolkata,2011,32000,Petrol,Manual,First,5.0,2.55,16.47,1198.0,73.9,Volkswagen Polo
335,Ahmedabad,2009,35000,Petrol,Manual,First,5.0,1.5,19.7,796.0,46.3,Maruti Alto
336,Chennai,2004,105000,Petrol,Automatic,Second,5.0,2.5,11.3,1794.0,125.0,Toyota Corolla
337,Chennai,2006,56000,Petrol,Manual,Second,5.0,1.4,19.7,796.0,46.3,Maruti Alto
339,Pune,2012,38000,Petrol,Manual,First,5.0,2.25,19.7,796.0,46.3,Maruti Alto
340,Kolkata,2013,775000,Diesel,Automatic,First,5.0,7.5,19.3,1968.0,141.0,Skoda Octavia
341,Kolkata,2008,80000,Petrol,Automatic,First,5.0,2.8,11.3,1794.0,125.0,Toyota Corolla
342,Coimbatore,2016,24973,Petrol,Manual,First,5.0,7.66,18.6,1197.0,81.83,Hyundai i20
343,Chennai,2016,45000,Diesel,Manual,First,5.0,7.15,24.3,1248.0,88.5,Maruti Vitara
344,Delhi,2010,87430,Petrol,Manual,First,5.0,3.5,17.0,1497.0,118.0,Honda City
345,Hyderabad,2014,133944,Diesel,Manual,Second,5.0,3.5,18.0,1248.0,75.0,Tata Indica
346,Kolkata,2013,57000,Diesel,Manual,First,5.0,3.45,25.8,1498.0,98.6,Honda Amaze
347,Coimbatore,2016,27904,Petrol,Manual,First,5.0,3.55,21.1,814.0,55.2,Hyundai EON
348,Kochi,2015,30717,Diesel,Automatic,Second,5.0,25.99,21.76,1995.0,190.0,BMW 3 Series
349,Bangalore,2012,80000,Diesel,Manual,First,5.0,5.25,22.32,1582.0,126.32,Hyundai Verna
351,Jaipur,2005,100000,Petrol,Automatic,First,5.0,2.05,14.45,1984.0,227.0,Skoda Octavia
352,Pune,2017,30000,Petrol,Manual,First,5.0,3.75,24.07,998.0,67.1,Maruti Alto
353,Mumbai,2014,68000,Diesel,Manual,First,5.0,6.75,22.7,1498.0,89.84,Ford Ecosport
356,Jaipur,2007,119000,Petrol,Manual,Third,5.0,3.91,13.1,1997.0,141.1,Honda CR-V
357,Kochi,2019,13747,Petrol,Automatic,First,5.0,27.3,14.67,1798.0,177.46,Skoda Superb
358,Chennai,2009,620000,Petrol,Manual,First,5.0,2.7,20.36,1197.0,78.9,Hyundai i10
359,Delhi,2013,70000,Diesel,Manual,First,5.0,3.5,22.9,1248.0,74.0,Maruti Swift
360,Mumbai,2016,18000,Petrol,Automatic,First,5.0,6.2,18.5,1197.0,83.14,Maruti Swift
361,Chennai,2011,83000,Diesel,Manual,First,5.0,2.75,23.08,1461.0,63.1,Nissan Micra
362,Mumbai,2015,130000,Diesel,Manual,First,5.0,3.25,23.4,1248.0,74.0,Maruti Swift
363,Pune,2012,63400,Diesel,Manual,First,5.0,3.25,17.8,1399.0,67.0,Ford Fiesta
364,Kolkata,2003,65000,Petrol,Manual,First,5.0,0.65,17.3,993.0,60.0,Maruti Zen
366,Kolkata,2014,45000,Diesel,Manual,First,5.0,3.25,23.59,1364.0,67.05,Toyota Etios
367,Kolkata,2018,26200,Petrol,Manual,First,5.0,2.9,24.7,796.0,47.3,Maruti Alto
368,Bangalore,2011,11000,Petrol,Manual,Third,5.0,2.9,18.9,796.0,47.0,Maruti Alto
369,Bangalore,2009,90000,Diesel,Automatic,Second,5.0,17.75,11.0,2993.0,235.0,BMW X5
371,Coimbatore,2015,37081,Petrol,Automatic,First,5.0,5.77,18.9,1197.0,82.0,Hyundai Grand
372,Hyderabad,2017,39000,Diesel,Manual,First,5.0,9.49,24.3,1248.0,88.5,Maruti Vitara
373,Mumbai,2008,99000,Diesel,Automatic,Third,7.0,12.95,12.07,2967.0,241.4,Audi Q7
376,Chennai,2015,93000,Diesel,Manual,Second,5.0,7.1,20.45,1461.0,83.8,Renault Duster
377,Mumbai,2017,5900,Diesel,Manual,First,5.0,16.5,21.43,1364.0,87.2,Toyota Corolla
378,Chennai,2014,25000,Diesel,Manual,First,5.0,26.0,15.8,2148.0,170.0,Mercedes-Benz New C-Class
379,Hyderabad,2010,68000,Diesel,Manual,Second,5.0,3.2,21.1,1248.0,73.9,Maruti Ritz
381,Kochi,2015,74310,Diesel,Manual,First,5.0,4.0,24.4,1120.0,71.0,Hyundai Xcent
382,Jaipur,2014,59364,Diesel,Automatic,First,5.0,26.5,14.21,2143.0,203.0,Mercedes-Benz E-Class
384,Bangalore,2017,33900,Diesel,Automatic,First,5.0,37.0,15.0,2143.0,204.0,Mercedes-Benz E-Class
385,Mumbai,2016,28000,Petrol,Manual,First,5.0,8.75,17.8,1497.0,117.3,Honda City
386,Hyderabad,2007,50958,Petrol,Manual,First,5.0,1.95,17.0,1086.0,62.3,Hyundai Santro
387,Chennai,2011,93982,Petrol,Manual,First,5.0,3.75,17.0,1497.0,118.0,Honda City
388,Pune,2010,95000,Petrol,Manual,First,5.0,2.5,16.2,1599.0,103.2,Hyundai Verna
390,Delhi,2015,52516,Petrol,Manual,First,5.0,4.65,18.0,1198.0,86.7,Honda Amaze
393,Chennai,2014,37000,Petrol,Manual,First,5.0,3.25,21.1,814.0,55.2,Hyundai EON
394,Kolkata,2014,17400,Petrol,Manual,First,5.0,3.1,20.51,998.0,67.04,Maruti WagonR
395,Coimbatore,2011,90207,Diesel,Manual,First,5.0,3.91,21.1,1248.0,73.9,Maruti Ritz
396,Chennai,2011,89616,Diesel,Automatic,First,5.0,11.0,16.07,1995.0,181.0,BMW 3 Series
399,Hyderabad,2012,56000,Diesel,Automatic,First,5.0,30.0,12.7,2179.0,187.7,Land Rover Range Rover
402,Jaipur,2010,125000,Petrol,Manual,First,5.0,0.92,19.7,796.0,46.3,Maruti Alto
403,Pune,2013,53000,Petrol,Manual,First,5.0,2.75,14.0,1061.0,64.0,Maruti WagonR
404,Coimbatore,2017,34990,Diesel,Automatic,First,5.0,53.83,12.7,2179.0,187.7,Land Rover Range Rover
405,Pune,2011,49768,Petrol,Manual,Second,5.0,4.95,17.01,1591.0,121.3,Hyundai Verna
406,Hyderabad,2013,56000,Diesel,Automatic,First,5.0,33.5,16.73,2993.0,218.0,BMW 5 Series
408,Hyderabad,2010,57000,Petrol,Automatic,First,5.0,7.25,13.7,1798.0,157.75,Skoda Superb
409,Kochi,2017,37542,Diesel,Automatic,First,5.0,25.71,15.73,1968.0,174.33,Audi Q3
410,Coimbatore,2014,95649,Diesel,Automatic,First,5.0,29.67,12.7,2179.0,187.7,Land Rover Range Rover
411,Jaipur,2013,35299,Diesel,Automatic,First,5.0,19.0,14.84,2143.0,170.0,Mercedes-Benz New C-Class
412,Kochi,2017,28464,Diesel,Manual,First,7.0,13.05,15.4,2179.0,120.0,Mahindra Scorpio
413,Mumbai,2015,41000,Diesel,Automatic,First,5.0,25.5,21.76,1995.0,190.0,BMW 3 Series
417,Jaipur,2017,40250,Petrol,Manual,First,5.0,6.9,17.19,1197.0,81.86,Hyundai i20
419,Kolkata,2015,20800,Petrol,Manual,Second,5.0,2.25,21.1,814.0,55.2,Hyundai EON
420,Kochi,2018,40322,Petrol,Manual,First,5.0,5.5,18.9,1197.0,81.86,Hyundai Grand
421,Mumbai,2013,52576,Petrol,Manual,First,5.0,4.35,13.0,1493.0,100.0,Honda City
422,Kolkata,2010,55000,Petrol,Manual,First,5.0,2.25,16.47,1198.0,73.9,Volkswagen Polo
423,Mumbai,2016,47000,Petrol,Automatic,First,5.0,24.5,15.26,1798.0,187.74,Audi A6
424,Hyderabad,2010,42021,Diesel,Manual,First,5.0,5.45,16.76,1968.0,125.78,Volkswagen Jetta
425,Coimbatore,2017,23163,Petrol,Manual,First,5.0,12.03,15.29,1591.0,121.3,Hyundai Creta
426,Mumbai,2011,50000,Petrol,Automatic,Second,5.0,8.5,11.74,1796.0,186.0,Mercedes-Benz New C-Class
428,Pune,2006,108000,Petrol,Manual,Second,5.0,1.2,17.0,1086.0,62.3,Hyundai Santro
429,Bangalore,2013,37000,Diesel,Manual,First,5.0,5.75,23.59,1364.0,67.04,Toyota Etios
430,Delhi,2014,30000,Petrol,Manual,Second,5.0,3.2,19.4,1198.0,86.8,Honda Brio
431,Coimbatore,2018,12831,Petrol,Automatic,First,5.0,9.89,21.4,1197.0,83.1,Maruti Baleno
432,Coimbatore,2012,143017,Diesel,Automatic,First,5.0,6.58,20.0,1968.0,138.1,Skoda Laura
433,Kochi,2018,13102,Petrol,Manual,First,5.0,4.06,21.1,814.0,55.2,Hyundai EON
435,Coimbatore,2011,57832,Diesel,Automatic,First,5.0,25.82,16.2,2993.0,258.0,BMW 5 Series
436,Kochi,2016,34267,Petrol,Manual,First,5.0,3.74,22.74,796.0,47.3,Maruti Alto
438,Ahmedabad,2007,55100,Petrol,Manual,First,5.0,1.45,18.9,998.0,67.1,Maruti WagonR
439,Kolkata,2008,40000,Petrol,Manual,First,5.0,2.0,17.7,1497.0,78.0,Honda City
443,Coimbatore,2012,50243,Petrol,Manual,First,5.0,3.35,17.48,1086.0,62.3,Hyundai Santro
444,Hyderabad,2014,20600,Petrol,Manual,First,5.0,2.6,21.1,814.0,55.2,Hyundai EON
445,Coimbatore,2017,29952,Petrol,Automatic,First,5.0,13.77,13.0,1591.0,121.3,Hyundai Creta
446,Mumbai,2017,15000,Petrol,Manual,Second,5.0,7.1,16.09,1598.0,103.5,Volkswagen Vento
447,Pune,2008,61938,Petrol,Automatic,Second,5.0,2.65,12.9,1799.0,130.0,Honda Civic
448,Hyderabad,2014,67000,Diesel,Manual,First,5.0,2.5,22.3,1248.0,74.0,Tata Indica
449,Kochi,2013,61672,Diesel,Manual,First,7.0,7.53,16.0,2179.0,140.0,Mahindra XUV500
450,Coimbatore,2017,26185,Petrol,Manual,First,5.0,7.98,18.6,1197.0,81.83,Hyundai i20
451,Bangalore,2014,38000,Diesel,Automatic,Second,5.0,39.0,14.16,1968.0,174.3,Audi Q5
452,Chennai,2011,67000,Petrol,Manual,Second,5.0,2.25,18.5,1197.0,85.8,Maruti Ritz
454,Hyderabad,2015,80883,Diesel,Manual,First,7.0,13.5,12.8,2494.0,102.0,Toyota Innova
455,Hyderabad,2016,80219,Diesel,Manual,First,5.0,3.5,27.62,793.0,47.0,Maruti Celerio
457,Coimbatore,2016,86642,Diesel,Automatic,First,5.0,20.37,15.17,1968.0,181.0,Audi Q3
458,Bangalore,2016,19235,Diesel,Automatic,First,5.0,36.5,21.76,1995.0,190.0,BMW 3 Series
459,Coimbatore,2016,51002,Diesel,Automatic,First,7.0,48.91,11.33,4134.0,335.2,Audi Q7
460,Pune,2016,6800,Petrol,Manual,First,5.0,7.2,18.6,1197.0,81.83,Hyundai i20
461,Hyderabad,2012,82749,Diesel,Manual,First,5.0,5.99,19.01,1461.0,108.45,Renault Duster
462,Pune,2016,51000,Diesel,Manual,First,5.0,5.25,24.4,1120.0,71.0,Hyundai Xcent
463,Delhi,2014,31465,Diesel,Manual,First,5.0,6.5,22.7,1498.0,89.84,Ford Ecosport
464,Hyderabad,2013,76476,Petrol,Manual,First,5.0,4.4,16.47,1198.0,73.9,Volkswagen Polo
465,Kolkata,2017,14000,Diesel,Manual,First,5.0,4.6,24.0,1120.0,70.0,Hyundai Grand
467,Kolkata,2011,48466,Petrol,Manual,First,5.0,3.26,17.0,1497.0,118.0,Honda City
468,Bangalore,2008,46000,Petrol,Manual,Second,5.0,2.22,17.92,1086.0,62.1,Hyundai Santro
469,Hyderabad,2012,162663,Diesel,Manual,First,7.0,10.5,12.99,2494.0,100.0,Toyota Innova
470,Coimbatore,2017,25142,Diesel,Manual,First,5.0,8.26,28.09,1248.0,88.5,Maruti Ciaz
471,Delhi,2013,69000,Diesel,Manual,First,7.0,14.45,12.55,2982.0,169.0,Toyota Fortuner
472,Chennai,2009,80524,Petrol,Manual,Second,5.0,2.5,15.3,1596.0,74.27,Ford Fiesta
473,Kochi,2018,26405,Petrol,Automatic,First,5.0,51.43,12.6,1950.0,191.34,Mercedes-Benz E-Class
474,Chennai,2014,45000,Diesel,Manual,First,5.0,23.0,15.8,2148.0,170.0,Mercedes-Benz New C-Class
476,Delhi,2015,27000,Petrol,Manual,First,5.0,4.5,18.9,1197.0,82.0,Hyundai Grand
477,Hyderabad,2018,3678,Petrol,Manual,First,5.0,6.8,18.16,1196.0,86.8,Ford Figo
478,Mumbai,2013,21000,Petrol,Manual,First,5.0,8.75,16.8,1395.0,138.02,Skoda Octavia
479,Mumbai,2015,67000,Diesel,Manual,Second,5.0,7.0,19.87,1461.0,83.8,Renault Duster
480,Delhi,2015,24000,Diesel,Automatic,Second,5.0,33.5,15.68,1999.0,177.0,Land Rover Range Rover
481,Chennai,2011,75000,Diesel,Manual,Second,5.0,2.25,20.0,1399.0,68.0,Ford Figo
482,Hyderabad,2008,179000,Diesel,Automatic,Second,7.0,4.24,12.8,2953.0,156.0,Ford Endeavour
483,Coimbatore,2017,47198,Diesel,Manual,First,7.0,28.42,12.55,2982.0,168.5,Toyota Fortuner
484,Kolkata,2012,52000,Diesel,Manual,First,5.0,2.75,22.07,1199.0,73.9,Volkswagen Polo
485,Jaipur,2011,91000,Diesel,Manual,First,5.0,3.0,23.2,1248.0,73.94,Maruti Ritz
486,Pune,2013,60000,Diesel,Manual,First,5.0,3.55,23.08,1461.0,63.1,Nissan Micra
487,Kolkata,2013,37873,Diesel,Manual,First,5.0,4.8,22.32,1582.0,126.32,Hyundai Verna
488,Kolkata,2011,31000,Petrol,Automatic,First,5.0,13.5,10.8,2497.0,150.0,BMW 5 Series
490,Hyderabad,2004,78000,Petrol,Automatic,First,5.0,3.99,12.0,2354.0,187.4,Honda CR-V
491,Bangalore,2016,32000,Diesel,Automatic,First,5.0,15.5,17.01,1582.0,126.2,Hyundai Creta
492,Jaipur,2010,59000,Petrol,Manual,Second,5.0,2.32,19.81,1086.0,68.05,Hyundai i10
494,Jaipur,2014,98000,Petrol,Manual,First,7.0,5.5,16.02,1373.0,93.7,Maruti Ertiga
495,Chennai,2006,72000,Diesel,Manual,Second,5.0,3.2,18.7,1896.0,66.0,Skoda Octavia
496,Pune,2015,79000,Petrol,Manual,First,5.0,4.0,18.0,1198.0,86.7,Honda Amaze
497,Chennai,2004,29000,Petrol,Manual,First,5.0,1.6,17.3,993.0,60.0,Maruti Zen
498,Kochi,2013,66012,Petrol,Manual,First,5.0,4.15,15.5,1586.0,103.3,Maruti SX4
499,Mumbai,2014,35000,Petrol,Automatic,First,5.0,4.25,16.5,1198.0,86.8,Honda Brio
500,Ahmedabad,2011,75000,Petrol,Manual,First,5.0,2.6,18.9,998.0,67.1,Maruti WagonR
502,Kochi,2012,32717,Petrol,Manual,First,5.0,2.55,18.6,1199.0,79.4,Chevrolet Beat
503,Delhi,2017,25000,Diesel,Automatic,First,7.0,32.0,12.55,2982.0,168.5,Toyota Fortuner
504,Mumbai,2014,79000,Diesel,Manual,First,5.0,6.25,22.7,1498.0,89.84,Ford Ecosport
505,Hyderabad,2010,86000,Diesel,Manual,Second,5.0,3.6,17.8,1248.0,75.0,Maruti Swift
508,Mumbai,2017,8500,Petrol,Manual,Second,5.0,4.8,18.9,1197.0,82.0,Hyundai Grand
509,Bangalore,2015,34000,Diesel,Automatic,First,7.0,13.0,16.0,2179.0,140.0,Mahindra XUV500
511,Hyderabad,2009,80227,Petrol,Manual,First,5.0,2.3,17.92,1086.0,62.1,Hyundai Santro
512,Kochi,2019,8587,Petrol,Manual,First,5.0,13.56,15.29,1591.0,121.3,Hyundai Creta
513,Delhi,2017,30000,Diesel,Manual,First,7.0,12.25,15.4,1997.0,120.0,Mahindra Scorpio
514,Pune,2013,64186,Diesel,Manual,First,5.0,3.76,20.5,1598.0,103.5,Skoda Rapid
515,Coimbatore,2015,76427,Diesel,Manual,First,5.0,8.58,19.01,1461.0,108.45,Renault Duster
516,Hyderabad,2011,75000,Diesel,Automatic,First,5.0,27.5,11.7,2993.0,245.0,BMW X5
517,Coimbatore,2013,27075,Petrol,Manual,First,5.0,4.95,17.6,1496.0,88.73,Toyota Etios
518,Ahmedabad,2012,30000,Petrol,Manual,First,5.0,3.3,22.5,998.0,67.04,Maruti WagonR
519,Chennai,2016,69434,Petrol,Manual,First,5.0,8.0,15.8,1591.0,121.3,Hyundai Creta
520,Jaipur,2014,56000,Petrol,Manual,First,5.0,2.79,23.1,998.0,67.04,Maruti Celerio
521,Coimbatore,2017,49275,Diesel,Automatic,First,5.0,45.64,12.7,2179.0,187.7,Land Rover Range Rover
522,Pune,2014,8700,Petrol,Manual,First,5.0,2.55,18.6,1199.0,76.8,Chevrolet Beat
523,Ahmedabad,2014,18000,Petrol,Manual,Second,4.0,1.0,25.4,624.0,37.5,Tata Nano
524,Coimbatore,2017,41041,Diesel,Automatic,First,5.0,37.56,17.68,1968.0,174.33,Audi A6
525,Kochi,2009,80464,Diesel,Automatic,Second,5.0,9.29,11.0,2987.0,198.5,Mercedes-Benz E-Class
526,Kochi,2019,20667,Petrol,Manual,First,5.0,6.37,22.0,1197.0,81.8,Maruti Swift
528,Kochi,2017,31696,Petrol,Manual,First,5.0,5.75,20.4,1197.0,81.8,Maruti Swift
529,Hyderabad,2010,100000,Diesel,Manual,First,7.0,13.0,11.5,2982.0,171.0,Toyota Fortuner
530,Mumbai,2014,13361,Petrol,Manual,First,7.0,6.8,16.02,1373.0,93.7,Maruti Ertiga
531,Coimbatore,2010,48394,Petrol,Automatic,First,5.0,10.49,12.05,1995.0,154.0,BMW 3 Series
532,Jaipur,2014,47399,Petrol,Manual,First,7.0,5.6,16.02,1373.0,93.7,Maruti Ertiga
533,Mumbai,2010,69000,Petrol,Automatic,Second,5.0,2.85,16.8,1497.0,118.0,Honda City
535,Jaipur,2005,108000,Diesel,Manual,First,5.0,1.0,17.0,1405.0,70.0,Tata Indigo
536,Kolkata,2010,50645,Petrol,Automatic,Second,5.0,10.75,10.93,2497.0,204.0,Mercedes-Benz E-Class
537,Hyderabad,2011,130002,Diesel,Manual,First,5.0,3.85,19.3,1248.0,73.9,Maruti Swift
538,Hyderabad,2012,107000,Diesel,Manual,First,5.0,3.0,17.8,1399.0,67.0,Ford Fiesta
539,Coimbatore,2015,41950,Petrol,Automatic,First,5.0,9.6,18.0,1497.0,117.3,Honda City
540,Delhi,2012,109000,Diesel,Manual,First,7.0,13.25,13.0,2982.0,168.5,Toyota Fortuner
541,Mumbai,2016,9000,Petrol,Manual,First,5.0,5.75,18.0,1198.0,86.7,Honda Amaze
542,Delhi,2014,43900,Diesel,Manual,First,5.0,6.75,22.54,1396.0,88.73,Hyundai i20
544,Kochi,2019,13190,Petrol,Automatic,First,5.0,38.99,15.53,1950.0,181.43,Mercedes-Benz New C-Class
545,Mumbai,2009,77652,Petrol,Automatic,First,5.0,2.85,12.6,1586.0,103.2,Maruti SX4
546,Mumbai,2012,55000,Diesel,Manual,First,7.0,9.51,12.99,2494.0,100.0,Toyota Innova
547,Ahmedabad,2012,59900,Diesel,Automatic,Second,5.0,18.5,18.48,1995.0,177.0,BMW 5 Series
548,Delhi,2015,73539,Diesel,Manual,First,5.0,6.75,19.01,1461.0,108.45,Renault Duster
549,Coimbatore,2017,31645,Diesel,Automatic,First,5.0,29.4,20.68,1995.0,190.0,BMW X1
550,Kochi,2009,69690,Petrol,Manual,First,5.0,3.29,17.7,1497.0,78.0,Honda City
551,Delhi,2016,41000,Diesel,Manual,First,5.0,9.5,28.09,1248.0,88.5,Maruti Ciaz
552,Pune,2010,109200,Petrol,Manual,Second,5.0,2.2,17.5,1298.0,85.8,Maruti Swift
553,Pune,2012,80000,Diesel,Manual,First,7.0,6.5,15.1,2179.0,140.0,Mahindra XUV500
554,Ahmedabad,2007,51000,Petrol,Manual,First,5.0,4.9,13.5,1799.0,130.0,Honda Civic
555,Pune,2013,105000,Diesel,Manual,Second,7.0,6.75,25.47,1248.0,88.5,Maruti Ertiga
556,Chennai,2013,179000,Diesel,Manual,First,5.0,3.8,23.59,1364.0,67.04,Toyota Etios
558,Hyderabad,2017,31000,Diesel,Manual,First,5.0,10.5,21.13,1498.0,108.4,Skoda Rapid
559,Hyderabad,2015,50000,Diesel,Manual,First,5.0,6.2,20.14,1498.0,88.8,Volkswagen Polo
560,Jaipur,2009,48000,Diesel,Automatic,First,5.0,5.0,17.0,1896.0,105.0,Skoda Laura
562,Ahmedabad,2016,100200,Diesel,Automatic,First,7.0,17.0,11.36,2755.0,171.5,Toyota Innova
563,Bangalore,2014,47000,Diesel,Automatic,First,5.0,25.5,18.88,1995.0,184.0,BMW 3 Series
564,Jaipur,2015,63642,Diesel,Manual,First,5.0,5.65,27.3,1498.0,98.6,Honda Jazz
565,Kochi,2015,62550,Diesel,Manual,First,5.0,5.6,25.8,1498.0,98.6,Honda Amaze
567,Coimbatore,2016,38461,Diesel,Manual,First,5.0,7.39,26.59,1248.0,74.0,Maruti Swift
569,Pune,2010,31000,Petrol,Manual,First,5.0,5.0,12.5,1794.0,132.0,Toyota Corolla
570,Kolkata,2011,42086,Petrol,Manual,First,5.0,3.35,17.0,1497.0,118.0,Honda City
571,Chennai,2013,49000,Petrol,Manual,First,5.0,4.45,18.6,1197.0,85.8,Maruti Swift
572,Coimbatore,2019,77240,Diesel,Automatic,First,5.0,8.31,22.32,1582.0,126.32,Hyundai Verna
574,Chennai,2014,35000,Diesel,Manual,First,5.0,5.25,22.9,1248.0,74.0,Maruti Swift
575,Chennai,2006,83072,Petrol,Manual,First,5.0,1.4,17.0,1086.0,62.3,Hyundai Santro
576,Hyderabad,2012,202082,Diesel,Automatic,First,5.0,12.3,17.68,1968.0,174.33,Audi A6
578,Coimbatore,2018,33558,Diesel,Manual,First,5.0,8.12,20.14,1498.0,88.0,Volkswagen Polo
580,Coimbatore,2017,45366,Diesel,Manual,First,5.0,10.88,25.1,1498.0,98.6,Honda City
582,Kochi,2016,42362,Petrol,Manual,First,5.0,6.15,18.6,1197.0,81.83,Hyundai i20
583,Chennai,2016,21000,Diesel,Automatic,First,5.0,33.0,17.05,1995.0,184.0,BMW X1
584,Mumbai,2012,15200,Diesel,Automatic,First,5.0,13.5,15.06,1995.0,177.0,BMW X1
585,Mumbai,2015,43690,Diesel,Automatic,First,7.0,17.11,12.55,2982.0,168.5,Toyota Fortuner
586,Kochi,2014,79926,Diesel,Automatic,First,7.0,29.77,11.33,4134.0,335.2,Audi Q7
587,Kolkata,2013,53073,Diesel,Manual,First,7.0,5.95,20.77,1248.0,88.76,Maruti Ertiga
588,Bangalore,2015,59000,Petrol,Manual,First,5.0,5.75,18.5,1197.0,80.0,Hyundai i20
590,Ahmedabad,2014,55000,Diesel,Manual,First,5.0,4.75,20.45,1461.0,83.8,Renault Duster
592,Delhi,2013,71932,Diesel,Automatic,First,7.0,16.5,12.55,2982.0,168.5,Toyota Fortuner
593,Mumbai,2014,19000,Diesel,Automatic,First,7.0,44.0,15.97,2993.0,258.0,BMW X5
594,Hyderabad,2011,81759,Diesel,Manual,First,5.0,4.39,19.3,1248.0,73.9,Maruti Swift
595,Kochi,2018,52010,Diesel,Manual,First,5.0,6.2,25.2,1248.0,74.0,Maruti Swift
596,Kochi,2016,58953,Petrol,Automatic,First,5.0,24.22,13.53,1984.0,177.01,Audi A6
599,Coimbatore,2019,40674,Diesel,Automatic,First,7.0,24.82,11.36,2755.0,171.5,Toyota Innova
600,Mumbai,2015,50000,Diesel,Automatic,First,5.0,11.69,19.3,1968.0,141.0,Skoda Octavia
601,Bangalore,2018,1331,Petrol,Automatic,First,5.0,20.0,14.28,1798.0,138.03,Toyota Corolla
602,Pune,2010,60000,Petrol,Manual,First,8.0,1.45,19.7,796.0,35.0,Maruti Omni
604,Mumbai,2016,25000,Diesel,Automatic,First,5.0,9.45,21.5,1498.0,108.5,Volkswagen Vento
605,Ahmedabad,2015,73000,Diesel,Manual,First,7.0,12.5,16.0,2179.0,140.0,Mahindra XUV500
606,Hyderabad,2014,59962,Diesel,Manual,First,5.0,6.9,20.45,1461.0,83.8,Nissan Terrano
607,Jaipur,2012,72000,Diesel,Manual,Second,5.0,5.8,22.32,1582.0,126.32,Hyundai Verna
608,Coimbatore,2016,20967,Diesel,Automatic,First,5.0,44.56,14.69,2993.0,258.0,BMW 5 Series
